0.045,0.033,0.48
0.065,0.113,0.81
0.065,0.17,0.52
0.11,0.198,0.41
0.101,0.38,0.46
0.108,0.15,0.55
0.221,0.111,0.52
0.124,0.107,0.24
0.045,0.184,0.3
0.064,0.192,0.62
0.232,0.285,0.62
0.164,0.4,0.59
0.101,0.187,0.1
0.049,0.192,0.18
0.09,0.081,0.21
0.034,0.222,0.26
0.151,0.218,0.3
0.143,0.189,0.4
0.146,0.188,0.56
0.004,0.06,0.03
0.078,0.036,0.92
0.079,0.537,0.17
0.035,0.494,0.2
0.064,0.05,0.23
0.026,0.098,0.27
0.013,0.097,0.065
0.036,0.137,0.158
0.031,0.032,0.064
0.059,0.038,0.078
0.051,0.047,0.78
0.049,0.18,0.04
0.047,0.102,0.065
0.058,0.118,0.22
0.048,0.104,0.3
0.016,0.084,0.74
0.054,0.066,0.735
0.07,0.08,0.15
0.076,0.054,0.085
0.043,0.047,0.25
0.049,0.034,1.5
0.108,0.09,0.55
0.06,0.088,0.54
0.081,0.098,0.73
0.095,0.134,0.72
0.112,0.064,0.61
0.185,0.078,0.243
0.254,0.16,0.22
0.078,0.13,1.4
0.003,0.108,0.62
0.1,0.158,0.62
0.082,0.122,0.34
0.108,0.137,0.2
0.084,0.165,0.052
0.225,0.174,0.28
0.122,0.068,0.27
0.195,0.148,0.1
0.16,0.16,0.4
0.142,0.056,0.38
0.143,0.492,0.3
0.198,0.05,0.45
0.114,0.506,0.49
0.032,0.045,0.7
0.051,0.103,0.4
0.117,0.108,0.15
0.112,0.087,0.13
0.012,0.105,0.098
0.047,0.268,0.11
0.051,0.208,1.36
0.115,0.211,0.6
0.017,0.142,0.58
0.04,0.094,0.525
0.038,0.056,0.14
0.025,0.13,0.37
0.23,0.16,0.405
0.113,0.21,0.73
0.435,0.094,0.65
0.65,0.487,0.73
0.074,0.493,0.58
0.12,0.502,0.6
0.07,0.406,0.56
0.223,0.5,0.24
0.139,0.16,0.102
0.058,0.2,0.88
0.071,0.36,0.72
0.122,0.08,0.6
0.132,0.29,0.08
0.038,0.27,0.285
0.09,0.238,0.102
0.052,0.185,0.1
0.071,0.185,0.56
0.026,0.161,1.48
0.033,0.104,0.23
0.076,0.151,0.26
0.071,0.228,0.49
0.065,0.215,0.34
0.102,0.043,0.66
0.105,0.072,0.29
0.1,0.023,0.27
0.17,0.16,0.68
0.098,0.168,0.77
0.091,0.405,1.02
0.078,0.505,
0.08,0.63,
0.073,0.565,
0.052,0.535,
0.103,0.49,
,0.55,
,0.425,
,0.43,
,0.405,
