0.04,0.21,0.19
0.05,0.02,0.17
0.045,0.08,0.34
0.03,0.07,0.29
0.14,0.14,0.245
0.11,0.29,0.39
0.135,0.16,0.71
0.245,0.305,0.95
0.16,0.345,1.09
0.095,0.03,0.13
0.19,0.09,0.14
0.16,0.025,0.13
0.085,0.29,0.28
0.11,0.385,0.87
0.26,0.12,0.87
0.165,0.145,0.13
0.25,0.25,1.02
0.345,0.62,1.03
0.395,0.41,1.04
0.1,0.41,0.5
0.2,0.24,0.25
0.195,0.38,0.555
0.075,0.38,0.92
0.22,0.42,0.55
0.255,0.5,0.45
0.045,0.49,0.37
0.01,0.58,0.29
0.16,0.53,0.28
0.135,0.19,0.825
0.135,0.18,0.89
0.315,0.29,0.32
0.48,0.08,0.165
0.06,0.48,0.125
0.105,0.5,0.1
0.02,0.52,0.055
0.01,0.52,0.19
0.13,0.41,1.77
0.15,0.345,2.22
0.16,0.145,2.72
0.25,0.24,7.7
0.35,0.18,6.9
0.145,0.345,4.25
0.13,0.42,2.55
0.45,0.16,2.2
0.47,0.075,1.95
0.185,0.2,0.885
0.19,0.21,0.88
0.21,0.49,0.81
0.185,0.045,0.19
0.065,0.2,0.39
0.05,0.085,0.825
0.055,0.245,0.28
0.135,0.265,0.26
0.155,0.145,0.2
0.165,0.17,0.25
0.065,0.185,0.42
0.11,0.265,0.63
0.085,0.1,0.12
0.1,0.29,1.2
0.115,0.12,1.11
0.86,0.15,0.21
0.175,0.15,0.57
0.09,1.08,0.75
0.1,0.13,0.55
0.155,0.155,0.61
0.12,0.19,0.41
0.09,0.17,0.45
0.145,0.145,0.32
0.28,0.275,0.32
0.265,0.275,0.12
0.04,0.29,0.4
0.27,0.205,1.08
0.01,0.265,1.38
0.09,0.215,0.6
0.14,0.355,0.13
0.215,0.22,0.8
0.04,0.275,0.605
0.19,0.375,0.745
0.16,0.05,1.2
0.135,0.17,0.28
0.105,0.205,0.37
0.21,0.225,0.385
0.055,0.275,2.1
0.1,0.295,0.3
0.145,0.38,0.19
0.08,0.57,1.15
0.045,0.6,1.01
0.145,0.89,1.055
0.145,0.38,3.6
0.15,0.4,0.335
0.175,0.125,0.525
0.16,0.16,0.56
0.15,0.2,0.145
0.17,0.17,0.33
0.18,0.22,0.845
0.07,0.19,3.6
0.09,0.175,3.55
0.245,0.65,1.4
0.03,0.215,0.9
0.15,0.19,0.75
0.1,0.175,
0.06,0.17,
0.055,0.18,
0.26,0.185,
0.15,0.35,
,0.345,
,0.14,
,0.08,
,0.115,
,0.145,
,0.07,
,0.08,
