2.837
3.064
2.649
2.781
2.265
2.914
3
2.803
2.661
2.773
2.865
3.14
2.65
2.941
2.954
2.754
2.556
2.675
2.608
2.936
2.911
2.664
2.89
3.126
2.829
2.83
2.608
2.71
2.747
3.058
2.989
2.719
2.724
2.858
3.05
2.697
2.72
2.806
3.079
3.038
2.681
2.838
2.543
2.475
2.724
2.84
2.983
2.716
2.31
2.689
2.827
2.814
3.005
2.837
2.73
2.804
2.807
2.411
2.746
2.875
2.631
