0.025,0.055,0.38
0.04,0.055,0.14
0.015,0.035,0.27
0.04,0.02,0.14
0.06,0.035,0.18
0.03,0.05,0.19
0.05,0.33,0.22
0.025,0.105,0.2
0.07,0.025,0.15
0.075,0.04,0.8
0.035,0.05,0.4
0.08,0.035,0.09
0.04,0.08,0.03
0.02,0.085,0.25
0.01,0.13,0.19
0.13,0.085,0.09
0.06,0.005,0.135
0.03,0.065,0.24
0.055,0.025,0.46
0.035,0.09,0.13
0.04,0.06,0.18
0.02,0.18,0.32
0.06,0.055,0.23
0.11,0.07,0.08
0.07,0.025,0.05
0.04,0.01,0.18
0.14,0.1,0.11
0.09,0.05,0.125
0.05,0.06,0.18
0.15,0.04,0.06
0.04,0.06,0.12
0.03,0.035,0.26
0.16,0.04,0.075
0.055,0.03,0.09
0.055,0.07,0.18
0.02,0,0.53
0.05,0.15,0.38
0.04,0.06,0.24
0.21,0.1,0.225
0.03,0.04,0.18
0.06,0.06,0.13
0.03,0.05,0.24
0.14,0.03,1.44
0.09,0.05,0.33
0.11,0.17,0.25
0.06,0.16,0.37
0.05,0.16,0.46
0.07,0.02,0.25
0.02,0.12,0.62
0.05,0.17,0.08
0.15,0.04,0.21
0.07,0.17,0.1
0.08,0.13,0.12
0.03,0.02,0.16
0.06,0.03,0.15
0.11,0.22,0.34
0.03,0.07,0.065
0.18,0.04,0.18
0,0.035,
0.03,0.06,
0.03,0.045,
0.05,0.04,
0.06,0.01,
0.05,0.07,
0.01,0.08,
0.11,0.055,
0.02,0.03,
0.03,0.14,
0.025,0.01,
0.04,0.12,
0.02,0.02,
0.05,0.08,
0.03,0.05,
0.08,0.07,
0.07,0.09,
0.03,0.05,
0,0.11,
0.15,0.02,
0.08,0.05,
0.03,0.035,
0.04,0.04,
0.08,0.02,
0.09,0.03,
0.045,0.04,
0.04,0.04,
0.045,0.045,
0.04,0.13,
0.08,0.12,
0.08,0.13,
0.025,0.15,
0.14,0.09,
0.095,0.04,
0.07,0.05,
0.075,0.03,
0.065,0.03,
0.025,0.09,
0.03,0.03,
0.01,0.12,
0.055,0.13,
0.055,0.1,
0.06,0.02,
0.055,0.05,
0.055,0.05,
0.08,0.23,
0.07,0.025,
0.045,0.07,
0.07,0.075,
0.035,0.09,
0.03,0.07,
0.07,0.01,
0.06,0.08,
0.04,0.05,
0.04,0.21,
0.03,0.12,
0.06,0.115,
0.06,0.17,
0.03,0.05,
0.04,0.03,
0.09,0.16,
0.02,0.14,
0.05,0.09,
0.04,0.02,
0.09,0.13,
0.085,0.08,
0.03,0.07,
0.06,0.03,
0.055,0.03,
0.055,0.07,
0.09,0.06,
0.03,0.03,
0.01,0.055,
0.1,0.15,
0.08,0.31,
0.03,0.25,
0.07,0.13,
0.035,0.09,
0.05,0.04,
0.085,0.06,
0.04,0.03,
0.145,0.1,
0.06,0.01,
0.04,0.02,
0.11,0.1,
0.03,0.085,
0.01,0.12,
0.075,0.14,
0.05,0.29,
0.06,0.12,
0.085,0.19,
0.045,0.03,
0.11,0.04,
0.27,0.04,
0.145,0.05,
0.04,0.15,
0.16,0.04,
0.055,0.15,
0.035,0.08,
0.045,0.08,
0.02,0.11,
0.05,0.05,
0.04,0.04,
0.055,0.045,
0,0.05,
0.195,0.025,
0.16,0.055,
0.16,0.07,
0.16,0.11,
0.145,0.11,
0.02,0.085,
0.115,0.05,
0.02,0.23,
0.13,0.17,
0.04,0.18,
0.15,0.17,
0.15,0.47,
0.09,0.57,
0,0.2,
0.06,0.04,
0.045,0.08,
0.035,0.15,
0.06,0.15,
0.03,0.09,
0.022,0.2,
0.01,0.39,
0.16,0.08,
0.17,0.06,
0.105,0.02,
0.04,0.16,
0.075,0.12,
0.035,0.24,
0.045,0.1,
0.03,0.21,
0.12,0.04,
0.05,0.12,
0.08,0.12,
0.16,0.01,
0.03,0.15,
0.055,0.1,
0.04,0.15,
0,0,
0.02,0.035,
0.015,0.155,
0.065,0.1,
0.085,0.26,
0.035,0.37,
0.305,0.24,
0.01,0.82,
0.08,0.18,
0.07,0.07,
0.07,0.15,
0.09,0.64,
0.025,0.11,
0.015,0.16,
0.05,0.055,
0.04,0.06,
0.03,0.1,
0.14,0.21,
0.04,0.19,
0.015,0.23,
0.16,0.09,
0.025,0.28,
0.035,0.025,
0.06,0.15,
0.11,0.1,
0.06,0.13,
0.04,0.04,
,0.09,
,0.14,
,0.42,
,0,
,0.07,
,0.39,
,0.04,
,0.29,
,0.14,
,0.45,
,0.04,
,0.02,
,0.23,
,0.21,
