9.97
32.32
30.36
25.54
15.53
40.24
29.13
54.14
24.7
19.31
8.98
20.35
12.99
57.27
12.98
16.68
49.02
68.12
43.45
15.36
32.33
47.33
15.84
10.38
28.14
30.85
5.18
13.88
12.89
33.04
9.02
13.22
8.45
11.71
5.96
24.35
8.52
30.17
14.69
10.88
12.83
6.27
17.29
13.51
13.08
24.78
18.11
32.83
12.68
21.17
15.64
35.45
5.94
8.53
21.57
14.02
9.5
18.02
14.45
8.65
12.75
12
6.38
8.63
2.15
22.1
4.68
11.23
14.66
18.9
10.46
9.25
10.2
11.17
6.55
7.36
18.48
25.3
17.42
8.35
12.78
17.48
4.55
28.61
8.36
12.82
9.39
40.37
144.51
56.26
6
6.46
4.15
29.28
18.91
39.22
27.71
14.53
17.12
49.47
