8
8
5
5
17
5
10
3
18
7
7
7
10
5
5
5
10
4
6
8
6
6
9
4
6
4
4
12
3
8
17
8
6
6
5
5
7
5
15
7
11
10
13
5
4
10
3
17
8
5
6
10
7
3
9
10
10
5
6
7
8
14
5
4
6
7
7
8
6
3
13
3
10
5
8
5
4
6
6
7
5
5
7
8
9
7
6
3
8
4
7
14
3
5
3
5
6
12
4
13
30
8
10
6
6
7
3
5
12
3
7
