0.011,0.12,0.135
0.165,0.034,0.642
0.034,0.026,0.675
0.033,0.27,0.645
0.124,0.22,0.1
0.084,0.255,0.472
0.09,0.202,0.185
0.07,0.08,0.455
0.056,0.075,0.768
0.05,0.063,0.685
0.047,0.444,0.7
0.045,0.175,0.685
0.127,0.225,0.74
0.103,0.315,0.97
0.015,0.123,0.72
0.095,0.144,1.635
0.095,0.026,1.2
0.05,0.075,0.415
0.098,0.286,0.645
0.082,0.063,0.59
0.075,0.068,0.555
0.055,0.115,1.425
0.08,0.229,0.17
0.026,0.082,0.245
0.05,0.02,0.04
0.063,0.063,0.27
0.02,0.096,0.07
0.055,0.177,0.08
0.03,0.061,0.06
0.029,0.018,0.095
0.01,0.108,0.135
0.01,0.05,0.49
0.256,0.033,0.69
0.052,0.053,0.485
0.066,0.024,0.45
0.05,0.058,0.65
0.03,0.167,3.1
0.023,0.059,0.08
0.07,0.029,0.445
0.074,0.038,0.135
0.095,0.068,0.185
0.069,0.063,0.23
0.06,0.106,0.11
0.046,0.14,0.52
0.07,0.052,0.225
0.098,0.039,0.165
0.132,0.133,0.71
0.135,0.062,1.11
0.079,0.088,0.415
0.07,0.12,0.24
0.188,0.05,2.7
0.125,0.035,0.71
0.04,0.029,1.11
0.045,0.02,0.415
0.07,0.074,0.25
0.05,0.27,2.7
0.045,0.08,2.33
0.092,0.24,0.07
0.048,0.025,0.45
0.132,0.03,0.345
0.14,0.03,0.225
0.105,0.035,0.16
0.068,0.045,0.1
0.085,0.056,0.25
0.035,0.089,0.255
0.09,0.125,0.33
0.085,0.07,0.1
0.05,0.1,0.295
0.055,0.165,2.76
0.041,0.102,1.37
0.036,0.045,0.055
0.047,0.096,0.04
0.035,0.188,0.115
0.095,0.045,0.12
0.103,0.15,0.175
0.06,0.16,0.36
0.049,0.21,0.235
0.052,0.33,0.31
0.058,0.01,0.135
0.068,0.05,0.63
0.018,0.147,0.22
0.015,0.185,0.26
0.083,0.2,0.435
0.112,0.09,0.295
0.117,0.127,0.52
0.116,0.132,0.275
0.085,0.149,0.205
0.085,0.131,0.185
0.063,0.139,0.61
0.023,0.1,2.33
0.057,0.235,3.46
0.071,0.14,0.09
0.05,0.171,0.35
0.03,0.14,0.175
0.015,0.1,0.87
0.013,0.134,0.09
0.027,0.12,0.115
0.07,0.125,0.51
0.055,0.1,0.04
0.093,0.074,0.22
