0.045,0.01,0.095
0.01,0.01,0.065
0.01,0.04,0.13
0.03,0.06,0.105
0.03,0.06,0.11
0.075,0.065,0.07
0.045,0.095,0.095
0.015,0.065,0.255
0.04,0.055,0.245
0.11,0.12,0.22
0.05,0.085,0.12
0.045,0.05,0.195
0.02,0.08,0.2
0.055,0.05,0.195
0.03,0.035,0.13
0.035,0.04,0.1
0.04,0.03,0.335
0.03,0.035,0.245
0.13,0.045,0.025
0.02,0.07,0.125
0.025,0.055,0.195
0.13,0.06,0.21
0.125,0.155,0.23
0.04,0.08,0.51
0.05,0.1,0.495
0.07,0.075,0.285
0.025,0.085,0.065
0.025,0.095,0.1
0.02,0.04,0.06
0.045,0.11,0.17
0.09,0.08,0.355
0.08,0.04,0.135
0.135,0.05,0.275
0.085,0.12,0.275
0.025,0.11,0.23
0.07,0.165,0.2
0.07,0.075,0.16
0.055,0.1,0.08
0.05,0.1,0.14
0.08,0.065,0.065
0,0.045,0.13
0.04,0.01,0.235
0.105,0.03,0.13
0.03,0.045,0.095
0.015,0.04,0.105
0.05,0.01,0.215
0.035,0.03,0.09
0.015,0.06,0.1
0,0.135,0.21
0.065,0.08,0.09
0.1,0.155,0.075
0.08,0.16,0.175
0.04,0.16,0.295
0.045,0.12,0.09
0.04,0.1,0.21
0.035,0.105,0.65
0.14,0.165,0.025
0.055,0.11,0.095
0.04,0.07,0.215
0.045,0.07,0.21
0.005,0.065,0.52
0.015,0.045,0.485
0.075,0.015,0.7
0.09,0.055,0.38
0.005,0.08,0.275
0.02,0.065,0.345
0.005,0.1,0.16
0,0.135,0.3
0.005,0.07,0.125
0.02,0.045,0.08
0.015,0.015,0.035
0.025,0.065,0.39
0.045,0.075,0.135
0.065,0.095,0.12
0.025,0.095,0.075
0.055,0.09,0.17
0.06,0.05,0.165
0.05,0.05,1.175
0.065,0.06,0.155
0.1,0.055,0.07
0.11,0.18,0.075
0.09,0.275,0.285
0.115,0.07,0.28
0.1,0.23,0.18
0.065,0.03,0.37
0.07,0.055,0.455
0.035,0.075,0.125
0.04,0.06,0.2
0.065,0.06,0.315
0.03,0.04,0.56
0.04,0.06,0.04
0.04,0.1,0.215
0.06,0.12,0
0.02,0.03,0.27
0.05,0.035,0.33
0.01,0.06,0.175
0.015,0.065,0.12
0,0.12,0.3
0.03,0.08,0.07
0.07,0.12,0.17
