0.015,0.037,0.05
0.005,0.045,0.02
0.013,0.05,0.065
0.037,0.055,0.09
0.007,0.044,0.13
0.035,0.015,0.05
0.076,0.01,0.025
0.025,0.045,0.01
0.022,0.038,0.04
0.017,0.125,0.045
0.03,0.035,0.083
0.036,0.073,0.08
0.018,0.049,0.15
0.076,0.02,0.11
0.056,0.01,0.135
0.025,0.01,0.23
0.03,0.02,0.265
0.28,0.055,0.12
0.005,0.06,0.025
0.015,0.04,0.055
0.026,0.13,0.065
0.02,0.105,0.043
0.032,0.035,0.06
0.02,0.065,0.015
0.09,0.027,0.01
0.07,0.06,0.065
0.055,0.125,0.07
0.094,0.045,0.015
0.059,0.032,0.02
0.063,0.039,0.075
0.08,0.065,0.06
0.1,0.12,0.085
0.045,0.065,0.045
0.029,0.034,0.03
0.02,0.025,0.06
0.024,0.015,0.14
0.017,0.055,0.165
0.049,0.063,0.113
0.015,0.03,0.115
0.04,0.068,0.21
0.024,0.04,0.035
0.029,0.01,0.05
0.01,0.03,0.29
0.015,0.05,0.085
0.025,0.035,0.105
0.04,0.04,0.095
0.03,0.069,0.065
0.007,0.03,0.16
0.059,0.02,0.05
0.027,0.02,0.09
0.008,0.047,0.227
0.039,0.045,0.068
0.019,0.01,0.1
0.078,0.055,0.06
0.046,0.03,0.12
0.036,0.04,0.194
0.02,0.066,0.238
0.02,0.045,0.2
0.045,0.085,0.129
0.055,0.08,0.068
0.04,0.05,0.058
0.037,0.085,0.057
0.052,0.04,0.06
0.02,0.1,0.064
0.022,0.085,0.078
0.031,0.1,0.11
0.035,0.07,0.044
0.015,0.05,0.023
0.03,0.09,0.073
0.044,0.115,0.082
0.07,0.05,0.065
0.075,0.06,0.05
0.03,0.025,0.035
0.016,0.02,0.095
0.055,0.03,0.115
0.04,0.015,0.065
0.045,0.01,0.074
0.01,0.05,0.037
0.014,0.015,0.065
0.015,0.01,0.082
0.015,0.035,0.075
0.039,0.04,0.01
0.014,0.018,0.046
0.025,0.013,0.015
0.02,0.038,0.015
0.036,0.017,0.06
0.015,0.016,0.045
0.03,0.03,0.07
0.038,0.04,0.118
0.08,0.026,0.09
0.02,0.07,0.04
0.01,0.085,0.07
0.004,0.05,0.075
0.025,0.035,0.104
0.015,0.04,0.096
0.03,0.045,0.2
0.04,0.06,0.155
0.02,0.095,0.112
0.03,0.03,0.13
0.024,0.04,0.16
