0.04,0.035,0.205
0.084,0.037,0.195
0.05,0.012,0.09
0.052,0.02,0.045
0.06,0.031,0.145
0.098,0.027,0.11
0.121,0.065,0.103
0.075,0.026,0.084
0.04,0.065,0.1
0.06,0.033,0.085
0.076,0.02,0.025
0.074,0.09,0.06
0.064,0.065,0.105
0.095,0.06,0.11
0.03,0.055,0.035
0.05,0.095,0.05
0.123,0.073,0.25
0.047,0.105,0.03
0.12,0.09,0.07
0.074,0.102,0.04
0.07,0.04,0.04
0.099,0.168,0.055
0.035,0.14,0.11
0.045,0.11,0.085
0.05,0.045,0.12
0.045,0.065,0.2
0.06,0.075,0.05
0.04,0.075,0.18
0.067,0.065,0.16
0,0.075,0.175
0.065,0.06,0.048
0.06,0.039,0.07
0.04,0.07,0.07
0.061,0.065,0.175
0.052,0.065,0.149
0.057,0.045,0.145
0.01,0.075,0.085
0.02,0.025,0.085
0.01,0.035,0.23
0.02,0.085,0.055
0.04,0.035,0.06
0.026,0.06,0.085
0.022,0.033,0.24
0.025,0.08,0.4
0.07,0.055,0.41
0.025,0.035,0.15
0.025,0.055,0.07
0.01,0.071,0.21
0.085,0.082,0.085
0.026,0.09,0.165
0.08,0.015,0.115
0.075,0.042,0.1
0.1,0.06,0.135
0.075,0.02,0.08
0.085,0.03,0.03
0.06,0.07,0.03
0.088,0.025,0.08
0.09,0.04,0.035
0.05,0.05,0.045
0.125,0.065,0.063
0.082,0.14,0.125
0.095,0.14,0.165
0.075,0.045,0.515
0.033,0.085,0.235
0.07,0.045,0.38
0.125,0.07,0.12
0.04,0.024,0.15
0.058,0.05,0.09
0.057,0.104,0.085
0.035,0.015,0.11
0.035,0.01,0.045
0.085,0.025,0.12
0.098,0.12,0.05
0.04,0.045,0.067
0.05,0.045,0.03
0.052,0.045,0.095
0.065,0.045,0.05
0.117,0.037,0.08
0.04,0.04,0.055
0.025,0.036,0.125
0.034,0.03,0.045
0.024,0.025,0.06
0.013,0.07,0.135
0.053,0.04,0.125
0.058,0.06,0.12
0.036,0.11,0.06
0.065,0.035,0.115
0.073,0.095,0.22
0.027,0.02,0.24
0.035,0.025,0.11
0.065,0.03,0.09
0.095,0.015,0.08
0.06,0.055,0.11
0.07,0.025,0.2
0.043,0.055,0.13
0.045,0.047,0.07
0.115,0.045,0.12
0.075,0.04,0.04
0.023,0.05,0.08
0.12,0.055,0.09
